offering_id,overall,value,service,location,rooms,cleanliness,sleep_quality,review_text
1234559,4.0,5.0,5.0,5.0,4.0,5.0,,"“Good Stay” Stayed here for a one night stay. Hotel open for about a month in a converted office building. Desk service good and friendly. Did not seem to have many guests. Stayed on a top floor. Hallways very narrow, but room was a good size. Room decorated in Ikea-style furniture and comfortable. Although the hotel was open a month, the furniture was already showing signs of wear. Generally, a good stay in a very convenient location near the stock exchange and WTC site."
114581,3.0,3.0,3.0,4.0,4.0,5.0,,"“You can do better in Chicago” The web site describes a luxury hotel but it may have been that when it opened but not today. The lobby is dismal and the check in desk area is tight, not staffed well and in need of a major redo. The rooms are ok but as with the standards today are not up to a great room/ bath experience. The elevators have the most unusual way to get to your floor. You need TO get used to the lack of buttons in the cars. This is not a flagship property for this brand."
87656,1.0,1.0,2.0,,1.0,1.0,,"“Won't stay again” October 15th we spent the night at the Tremont in Chicago. Never again! Staff was nice enough, but the room was dirty and falling apart. Paint chipping, soiled chairs, mold in the shower, not enough towels, etc. Web site is very misleading, absolutely nothing like what you get. It shouldn't be rated as a 3 star, it barely makes it as a 1 star. Traveler be ware."
93466,1.0,1.0,3.0,4.0,1.0,,,"“Horible hotel not worth the price” So i got this hotel through an opaque provider, at about 40% off.
The hotel is in a nice location, close to Grand Central, Rockefeller, Times square, and transit.
The lobby is nice.
It's close to transit.
Now for what is bad...
They claimed they had no non-smoking kings, even though they were still selling them on their website, as they were not sold out! They offered us a smoking king, or a room with 2 doubles. We chose the doubles.
But this is not why I am upset at this hotel.
While they put some money into the upkeep of the common areas, lobby/hallways, the room is atrocious! The headboards were disgusting, the carpet stained and dirty looking. The tub was deplorable. There were stains on both the outside and inside, and I wonder if it has had a good clean in a long time. The wallpaper was peeling from the walls.
The water in the sink comes out with such force, and is difficult to regulate, so you end up splashing yourself, as well as the entire bathroom.
The room ""felt""dirty. It was just not up to Doubletree, or even Comfort Inn standards! They claim to be doing a renovation in 2012. Until that time, I would advise staying FAR away from this hotel!"
224224,5.0,5.0,5.0,5.0,5.0,5.0,,"“Spoiled after staying at the Ritz at Central Park” Just got back from three nights at the Ritz. They had a special for this time of the year otherwise it's beyond my normal price range. However, now I'm so spoiled it will be hard to stay anywhere else. I usually stay at the Marriotts or the W, which are very nice and work fine, but the Ritz's service and luxury really makes you feel special. I also stayed there because I was able to bring my two dogs. It's really hard to find dog-walking areas in NYC that have grass (my dogs are used to the country) and Central Park is THEE place to walk your dogs. We were able to get a double upgrade to a high floor Central Park view which was amazing. The staff is really attentive and all call you by name. I have to extend particular kudos to Jenny who booked our room, Ender who is a guest relations person, and the bell hop/doormen staff. They were very attentive and helpful and had to open the doors for the dogs many times! The room itself is so beautiful and comfortable. I do wish the Ritz's had ice machines though....while they would be most friendly about delivering it, I find I don't want to call each time I need ice, but I believe this is standard for Ritz's and I understand why. I also LOVED this area of NYC.....it's not commercialized like Times Square and you feel a part of the ""neighborhood"", yet it's still so convenient to getting places. If you ever have the chance to stay at the Ritz, do so. I was wondering if I should spend the extra money, and while I won't do so every time I visit NYC, it's really something you need to experience. It would be my choice for a special event for sure! And like I said, I feel spoiled now....everything else will likely pale in comparison."
108066,3.0,2.0,5.0,4.0,4.0,3.0,4.0,"“Near Medical Center” An okay hotel, room clean, bed comfy,pricing was high. Lobby decor was strange, parking fencing indicated we were in a high crime area, Has a good subtle service to nearby for 5 miles,
The name Crown Plaza implies more up scale quarters. Breakfast was so s."
93454,4.0,3.0,4.0,5.0,4.0,4.0,4.0,"“Great location and service” This was my second trip to NYC and loved staying in Times Square. It is close to everything we needed and to transportation. We had a small slice of a view of the Hudson. We requested a room with a view of the water and that is what we got, so I would suggest being specific about what you want. The bed was comfy and room was clean. Although the hotel is nice enough, keep in mind this is not a super lush hotel, just clean, comfy and convenient."
99371,4.0,4.0,4.0,4.0,5.0,5.0,,"“Sehr empfehlenswert!” Das Hotel liegt sehr zentral im nördlichen Büroviertel von Manhattan. Vor der Haustür befindet sich die U-Bahn, mit der man in den Süden (Südspitze Manhattan) und Norden (Richtung Central Park/Harlem) fahren kann. Die 5th Ave ist in 10 Min. zu Fuß erreichbar. Das Hotelpersonal ist sehr freundlich und zuvorkommend, das Frühstück war sehr gut. Es gab heiße WAffeln, Omelett, frische Früchte. Joghurt, Kuchen - alles, was das Herz begehrt. DAs Zimmer war sehr sauber und gut ausgestattet, die dicken amerik. Matratzen ausgezeichnet. Zum Essen ein Tipp: In unmittelbarer Nähe befindet sich das tgl. bis in den späten Abend geöffnete Selbstbedienungsrestaurant ""Azure"" (3rd Ave. Ecke 51.) mit einer riesigen Salatbar und einer langen Theke mit unterschiedlichen warmen Gerichten. Da kann man prima zwischendurch essen!"
223165,5.0,5.0,5.0,5.0,5.0,5.0,,"“Nice, Clean, Quiet Homewood Suites - I loved it!” Stayed at this hotel for one night with three other colleagues. The rooms were large and very clean. jThe bed was extremely comfortable. My room was on the first floor adjoining the fitness room. I was afraid that it would be noisy; however, no sound came through the wallsl This hotel is set back from the highway and it is a quiet, peaceful oasis in the middle of the hustle and bustle of Houston! Dinner was good - meatball sandwiches. My friends had stayed the night before and said the pepper steak was really good too. Breakfast was also good with french toast, eggs and sausage. The front desk staff and the lady that prepared and served the food was also very nice. I did not meet one unprofessional person in this hotel. Do not hesitate to stay here if you are in the area!"
93466,4.0,4.0,4.0,,4.0,4.0,,"“Good Location” Stayed 4 nights in October. Great location for the Metro and main attractions.
The room was a good size, with a large comfortable bed, nicely decorated and clean. The bathroom again very clean with adequate towels and shower accessories. A room safe a good touch.
The lobby always appeared busy with coach loads of visitors appeared to be arriving daily. Didn't use the restaurant,but had breakfast next door for less than half the price. A bit surprised when they charged $7 to store the cases for a few hours after checkout.
Overall a good hotel and would stay again. Watch out for the mini bar ( very pricey) and top tray. Items picked up will be charged to your room if not replaced within 20 seconds."
93345,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"“Hotel da consigliare per spazio, pulizia e ..vista!” C'è molto da dire su questo Hotel , apparentemente anonimo dall'esterno ma molto confortevole all'interno.
SPAZI delle camere ampi, di molto superiori agli standard tipici di New York che prevede in genere camere molto piccole. Doppio letto matrimoniale (un lusso a New York) , Tv Lcd Frigo. Bagno sufficientemente spazioso e funzionale ricco di asciugamani. 
PULIZIA buona anche qui con standard molto più alti rispetto alla media Newyorkese. Molte camere hanno poi la possibilità di godere di una vista fantastica sulla Skyline della città con effetto molto suggestivo sopratutto la sera.
Hotel con sala fitness, piscina coperta all'ultimo piano, sala colazione e ristorante interno anche con servizio in camera. NO WI-FI Gratuito
Parti comuni pulite, personale cortese , tranne qualche piccola eccezione di poco conto..
POSIZIONE: a due passi dalla zona dei teatri, a 15 minuti da Times Square a 20 da Rockefeller Center. Questo è sicuramentre un vantaggio perchè si è in zona centrale ricca di ristoranti e locali ma già sufficientemente lontani dalle zone davvero molto incasinate e trafficate 24 h su 24. Riposo quindi possibile senza sentire continuo traffico per tutta la notte!!! 
Zona Tranquilla e sempre frequentata anche alla sera tardi , mai avuto problemi o sensazioni strane...
Metropolitana a due isolati di distanza + altra linea facendo un isolato in più...
Buon rapporto qualità prezzo...che dire ancora....CONSIGLIATO!"
93568,3.0,4.0,4.0,5.0,3.0,5.0,1.0,"“Fine” Amazing lobby, very grand. Rooms were ok, very small and small beds. Also didn't get much sleep with a loud group next door partying and trying to get through the conjoining door. The manager did go up and sort them out though. Was ok, perhaps i would stay somewhere else next time though."
99067,4.0,5.0,4.0,,,5.0,5.0,"“Nothing less than pure SATISFACTION” I have stayed at this hotel more than three times & the stay is always pleasant. 
PROS:
The hotel security is always circling the parking lot.
The hotel is very quiet. VERY QUIET.
If you are a starwoods member, you more than likely will be upgraded for free.
You will receive a complimentary bottle water upon arrival.
The hotel offers movies (for a fee) that are currently still in the theaters.
The hotel provide free breakfast and it it pretty good, with a wide variety of options.
The hotel provide ""HAPPY HOUR"" 
The location could not be better, you are across the parking lot from the movie grill, Walmart is 24 hours and less than 5 mins away, Pappadeaux is in walking distance and Memorial City Mall is less than a mile away. 
You can easily find a room for less than $100.00 a night here. 
Free Wifi
CONS:
I don't have any."
87595,1.0,1.0,1.0,3.0,1.0,3.0,3.0,"“Probably the worst hotel i've ever used...” Shoddy decor, unloved uncared for - left to decay, After 24 hours of tepid water in my room, I went to reception to see if there was a problem, yes you have to run the taps for 20 minutes for hot water.. room service ? didn't you look at the black book in your room, explained no black book - one was requested but never arrived.
Breakfast staff tried but couldn't keep up, thing's missing and people walking out after bored of waiting.
Sad as place could be great, but tired and worn.
Expensive for what you get, and as my card had already been charged fully upon booking online, I couldn't see me getting a refund and had to stick it out.
I didn't eat here as everything else was too depressing to even try."
93475,4.0,4.0,5.0,,5.0,5.0,,"“Very Good Hotel” Very good hotel. Staff very friendly. Rooms exceptionally clean. Beds great. Bathrooms ""spic and span"".A few blocks off Broadway. Close to many of the shows. Would stay again next time in NY.Check in and check out quick, friendly and 100% accurate. Stay on top floors and very good breakfast and cocktail hour included in room rate."
98962,2.0,,,,,,,"“Nice on outside and below average rooms.” Nice staff and grounds, lobby, and restaurant are in excellent condition.
Rooms are ok, but seem old and lack quality for the rate we paid"
93445,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"“A midtown gem!” I had stayed here a few years ago, but it never got to stay here again until this past week. Booked a king room on booking.com, and was very pleased with the overall setup.
The hotel is in a great midtown location. On 55th St between 6th and 7th, it is steps away from the mid block arcades, now dubbed by the City of NY as 6.5 Av. To get people to use these mid-block passages, they have installed stop signs on the streets between 51st and 57th. I'm sure drivers don't like the stop signs, but it assures life and limb for those using the passages.
The hotel lobby is small, but efficient. Our King Room was quiet and spacious for a midtown hotel, with a great bed, blackout shades, a comfy reading chair. It faced 55th Street, with the City Center right across the street. Nicely decorated ( I'd say freshly, but I don't know). Marble bathroom, with tub and great shower. Sufficient dresser and closet space, and free wireless internet 
The bellmen, and concierge were helpful throughout, and the housekeeping staff was not intrusive, and respected the 'do not disturb' sign. 
The free continental breakfast was provided by the restaurant downstairs, and ran until 1030am .It included coffee, tea, three types of cereal, lots of ripe cut fresh fruit (pineapple, watermelon, strawberries and melon), english muffins, bagels and toast, orange and grapefruit juice. This breakfast would easily go for $20 per head elsewhere. The only negative is that the restaurant staff started cleaning up and taking food away around 1020am and I hated rushing my vacation breakfast. I do understand that they had to get ready for the lunchtime business they have. 
The hotel was busy, fully of traveling families from around the US and Europe. All in all, a MUCH better experience than many larger, chain hotels in midtown."
112066,1.0,1.0,3.0,3.0,1.0,3.0,1.0,“Walk in closet” The smallest room I ever stayed in. So small the tv was placed on a stripper pole at the base of the bed. The bathroom was a joke. I had to step outside the bathroom to put my close on. My car had more room in the garage than we did and was much cheaper than our room.
612263,3.0,3.0,4.0,5.0,3.0,,,"“Great location, but beware...” Recently stayed for one night @ Hotel Mela as I was in town attending a conference. Check-in was prompt and efficient. The room was clean and small, but not unexpected. The bed and linens were perfectly fine and comfortable.
My only beef is two-fold. One, the wireless internet is complimentary which is nice, but the reception in my room was very poor to the point that it was unreliable and ultimately useless. I couldn't do any work at my desk and had to go down to the lobby to get my emails. Two, my room faced 44th Street and there was construction work going on across the street at 5/5:30 in the morning - that's not the hotel's fault, but beware, it's noisy and then some."
281697,5.0,5.0,4.0,,5.0,4.0,,"“Loved the Alex! Great Staff, Great Rooms, Great Price too!” I recently stayed at the Alex for a weekend, and I have to say I was pleasntly surprised by how enjoyable my stay was. The building is really nice, the lobby is small but well decorated. My check-in experience was fine. They did not give me the room I wanted and instead gave me one with two beds, but that wasn't such a big deal. The entire staff during my stay was extremely friendly and helpful, a big difference from many hotels in NYC. They didn't have an attitude, and were very willing to help or just be social.
The room was very nice, quite large for NYC standards and very fresh. The beds were comfortable, 4 pillows on each. There was a large LCD TV and entertainment center in the bedroom and an additional small LCD in the bathroom. There was two closets, a dressing area, minibar, and several nighstands. The only problem was that there really isn't a desk. There is a large piece of furniute which has three sections, one being a closet, the second being the TV cabinet, and the third is a desk, however it is so incredibly tiny that it's less deep than an airplane tray table. Other than that, the room's great. Also, the hotel is very quiet, I was on a really low floor and didn't hear any outside noise.
I didn't eat in the restaurant, it looked like it would be pretty nice, although I was there Friday and Saturday night and I never saw it busy when passing by.
Another great ammenity is the business center. They took a guest room and converted it to the center, however I still loved it. It has hardwood floors and three large contemporary desks. Each desk has a Dell computer and HP laser printer. There is no charge for using the center (or the high-speed internet in the rooms) which is really really nice. It's all self-service, so you don't have to sign in, pay anything, you just sit down, use the computer, and print stuff if you like. There was a sign indicating that copy and fax services were available at the front desk.
There is a fitness center in the hotel, however I did not use or see it.
Overall, I was really impressed with the Alex, I would defiantely go back, especially if they're offering competitive rates (which they definately were when I was there)."
93421,1.0,1.0,1.0,2.0,1.0,1.0,,"“Hard to believe hotel has not been condemned!” My husband and I needed to visit the city on a day hotel availability was scarce. We usually stay at 2.5 -3 star hotels in Manhattan (for example, Holiday Inn and Hilton Garden Inn). Unfortunately, all hotels ranging from $175 - $350 per night were booked that evening. Thus, we had a choice between $130 for a one star and $350 for a 3.5 star hotel. The HOTEL CARTER was SO DISGUSTING we left at 8 pm without checking out. Though we're courteous people, we didn't bother to do so as we had prepaid anyway and the lobby was littered with the following: a jumpy looking street hood making a rather obvious drug transaction and a sadly young prostitute whose infectious state was apparent from the lesions on her face. We ended up at the Marriott (the lowest price available room spur of the moment) charging on our credit card $380 for a box-like room. We're not at all wealthy -- are middle class parents of college aged kids living frugally. However we ended up spending over $500 that night for the two hotels because the small mountain of bugs in our room noshing on on some previous client's piece of banana in the garbage (yes -- they were red-tinted and appeared to be blood suckers) , the brown-stained bed cover (it looked as if someone with uncontrolled diarhhea had sat on the bed previously) and the rat racing in the hall outside had us thinking we'd need medical attention the next day if we stayed. Please don't stay here.........perhaps if they lack clientele they'll shut down. Honestly, even if my husband and I were homeless, we'd prefer to sleep in Port Authority than here."
1762573,4.0,,,,,,,“素晴らしいホテルでしたが・・・” 立地、部屋とも素晴らしかったです。部屋から公立図書館はもちろんエンパイアも見えました。バスタブは大きく、シャワーブースも広くて使いやすかったです。インテリアも洒落ています。ニューヨークで最高級のプラザやフォーシーズンズなどと比べても、快適に過ごせると思います。ただし、請求書に誤りがあり、不快な思いもしました。海外のホテルでは、たまにあるので、チェック・アウトの際はもちろん、クレジット・カードの請求書もよく確認しておいた方が良さそうです。
93346,4.0,5.0,3.0,5.0,4.0,4.0,,"“A tremendous value” As previosuly said, The Salisbury is perfectly located and very clean. Yes, the furnishings are dated and yes, the elevators are slow. But the room was HUGE (1712 and 1718 on the 17th floor) by New York standards. And the $209 rate was excellent. The $3 breakfast is just what one should expect for $3. It's an easy, quick way to grab something before heading out to see the sights. Our location was quiet and the beds were comfortable. My request for more hangers was never filled, but it didn't matter after we found another closet!"
93571,3.0,2.0,3.0,5.0,1.0,3.0,,"“Wow, the room was small!” The hotel was in a good location; however, I am happy that I was traveling alone due to the rooms size. I always stay at 4 star hotels,(Morgans, Muse, Sofitel, etc), but this has been one of the smallest rooms I have ever seen. In addition, it was plain. Upon looking out the window, I was greated with a brick wall. Not worth the price. 
The breakfast in the hotel was fantastic ($15 pancakes)!"
208453,4.0,4.0,5.0,5.0,4.0,5.0,,"“Great Location, Good view, friendly Staff” I've been to New York City many times for business and vacations but never stayed in this hotel. I was headed to Canada on business when American cancelled my flight at the last minute. Frustrating after checking my bags in and then getting the flight cancelled. While waiting for my bags I was looking for a hotel to book at the last minute. 
Many hotels were full. I saw that this one was available so I booked it. There weren't too many options and I was frustrated as I didn't expect to have to book a hotel in NYC. I just flew in for a quick meeting and then was expecting to head to Montreal on another meeting that day.
I called the hotel and they confirmed a suite on a high floor. $400 + tax rate. I took a taxi and promptly checked into the hotel. Everything was quick and easy at the front desk and they had my room waiting. 
A bit strange since you have to take an elevator from the ground floor up to the lobby and then another set of elevators up to the rooms. I had a room on the 35th floor and it was very spacious with an amazing view. Surprisingly it was quiet even though it faced Times Square. 
The location couldn't be better as you are in the heart of the action. There is an entrance from Time Square or another entrance on 44th Street as well. There is a bar off the front desk area. Nothing super high end but it was busy when I checked in.
The room was comfortable with a King bed that was comfortable, a good sized bathroom, LCD TV and a couch and desk. View was great. 
Friendly staff with no problems at all. Pay to play internet that was $21 per day and it worked glitch free. There are higher end hotels in NYC but this location is great if you want to be in the heart of the action."
209382,3.0,4.0,3.0,3.0,3.0,3.0,4.0,"“Rooms Need Renovation” We spent a week here due to its proximity to the UN, and while the staff was for the most part friendly (except an especially unhelpful and rude concierge member), our room could use a good renovation. The bathroom in particular suffered from dirty and stained grout, scuffed/marked/peeling wallpaper, fingerprinted mirrors, a broken showerhead and broken bulb on the magnifying mirror. The room had a small but nice walk-in closet and two very comfortable double beds, but we had to call about broken hinges on the desk cabinet and the guest chair had filthy looking/stained pillows You get the impression that no one does any quality control or inspections on the rooms whatsoever unless and until a guest calls to report it. This is not how hotels should be operated. 
On our first night we asked the concierge for a restaurant recommendation and he handed me a preprinted restaurant list and simply said that those were the recommended places. The list was basically just names and addresses organized by type of cuisine, so when I asked whether he had menus for any of the Italian restaurants, he huffed and reluctantly grabbed me the menu for the place directly across the street. When I discovered that it was more of a steak place and asked for another Italian menu, he said flat out ""You should just go google them yourself."" Imagine that!!! The concierge telling me to go figure it out myself! What a joke. Just around that point another guest arrived at the desk, overheard our conversation and was as shocked as I was! This concierge was simply unwilling to provide any help whatsoever, and on top of that he was incredibly rude. We avoided him until the last day when I kindly asked if he wouldn't mind checking online to confirm that my flight was departing on time. He snapped ""We only help with restaurants, taxis and theater tickets, not airline reservations."" When I pointed out that I didn't need him to book a flight or print a boarding pass, I simply needed his assistance to verify departure time, he then flat-out lied and said he didn't have internet access and told me to go do it myself in the business center. Yes, there's a big sign on the concierge desk stating that they are not hotel employees but rather oursourced from another company. Perhaps the hotel should rethink this service as this one guy was a terrible representation of the hotel. Presumably other members would have been friendly and helpful but who knows. Based on this kind of service and the lack of standard maintenance of the room, we will likely not stay here again."
673080,3.0,3.0,4.0,,,4.0,2.0,"“Close to office. Good for one person” Stayed here for one night for a biz trip. King sized bed, tiny bathroom(typical NYC fair). 
Lobby was teensy and jam packed with people. 
Room was nice and perfect size wise for one person (not sure about 2.) Raucous guests woke me up several times in the middle of the night and early am so i left tired and cranky but would return again and hope that i would have a peaceful night of sleep. 
Internet worked well and they gave you two choice of pillows (soft and hard) which i liked a lot."
223023,1.0,,,,,,,"“A disgrace to the Morgan's brand” I don't know why they haven't sold this place and let it become a youth hostel. The Hudson gives ""boutique hotels"" a bad name and what's odd to me is that they've done nothing to improve it in the decade or so it's been open. I'm sorry but in a city like New York, you need to get a good night's sleep and it seems that they've done everything possible to ensure that won't happen! 
Must be a cash cow . I stayed here once several years ago and again this year, but never again. I was reminded that in this economy, with occupancy rates at all time low, I can do much, much better in NYC for a comparable price."
141902,2.0,1.0,2.0,3.0,1.0,1.0,,"“Good location and that's about the only good quality it has.” This motel needs serious renovation. The room was run-down with mildewed conditions. This motel was far below normal Days Inn standards. I've stayed at Days Inns before and usually satisified with the price and quality, but not this one. If the room rate was only $25, then it might be worth it. If Days Inn cares about their brand, then they should pull this motel from their franchise. At least the A/C was working well."
99114,3.0,3.0,3.0,5.0,3.0,3.0,,"“Too busy for renos Westin?” If you are visiting Houston to shop the Galleria - you can't beat this Westin for location and convenience. 
Be forewarned: This is a popular hotel and nearly always fully booked and as a result, it appears that Westin hasn't been able to implement a regular refurbishment program.
The rooms are tastefully decorated - but are beginning to show considerable signs of wear. The Heavenly bed was just 'OK' - not very plush / no featherbed and limp pillows. The dual head shower head leaked terribly. Weak water pressure and the toilet did not flush completely (took two - three flushes). 
Thankfully, Westin has not sealed the patio doors leading to the small balconies. I hope that when the time finally comes to renovate the guest rooms that they don't seal the doors shut like other hotels have done."
1786395,1.0,2.0,1.0,,,3.0,2.0,"“Don't bother - much nicer accommodations up the street” I thought I would try the Mondrian as I am a fan of Morgans. Big disappointment. Location is not good and staff is below average, with attitude. Room was not functional and wear and tear is visible. Restaurant food was awful. The only nice thing is the decor. Service was painfully slow.
If you're looking for a Soho hotel, go to Crosby up the Street. They get it. Or go to the Mercer - an old timer that beats Mondrian hands down.
Morgans is off my list. There is so much better out there these days."
214197,1.0,1.0,1.0,5.0,1.0,1.0,3.0,"“気分が悪くなるホテル” 翌日、ペンステーションからアムトラックに乗る予定だったので、こちらのホテルに宿泊しました。
早朝、NYに着いたため、ホテルで荷物を預かってもらおうと、ベルボーイにその旨を伝えると、「フロントへ行け」と顎であしらわれ、フロントでは無愛想な白人のおじさんが「1個4ドル」と一言。荷物が二つあったので、8ドルも払うことに。。。宿泊予定なのに荷物を預けるのに金銭が発生するっていうことにまず驚き、さらに地下のバゲージルームへ自分で持って行けと言われました。確かに、客室数が多く、いちいち荷物を預かっていたら大変かもしれませんが、それにしてもスタッフの態度がひどすぎます。立地のよさに胡坐をかいて、サービス業という意識がないように感じました。ただ、あらためてチェックインの手続きをした際は、非常に丁寧なスタッフが対応してくれ、なぜか朝食やコーヒー、インターネットなどが利用できるビジネスルームのキーまでくれました。人に寄るんでしょうが、私が見たところ、その彼以外はみんな感じが悪かったです。
日によって安い時もあるんでしょうが、私が泊まった日は1部屋230ドル。その価値はまったくありませんでした。部屋のバスルームの床もところどころ剥がれているし、次回またNYに行くことがあっても泊まろうなんて絶対に思いません。"
208452,5.0,5.0,5.0,4.0,5.0,5.0,5.0,“Loved it! best hotel downtown” This is a brand new hotel all suites and its amazing. The lobby is spacious and luxurious. The room are big and very modern and equipped with espresso machines . The views and location are great. My husband and I went for a romantic weekend spent Friday night at the Mandarin and they were booked for Saturday so we moved to The Conrad and I am so glad we did it was incredible. The staff was so friendly and welcoming. Well done we would definitely book again. The have a roof top bar which was not open yet but I can't wait to check it out when it does open.
93477,4.0,3.0,3.0,4.0,4.0,5.0,4.0,"“Consistent, best option for downtown location” For a downtown location the Marriott has a good combination of convenience and value. Although not cheap it has all the usual standards of a Marriott. The only negative is the absolutely ridiculous oversell of the concierge lounge -- hard to find a seat in the morning and seemed to always be running out of some food items."
93555,2.0,2.0,3.0,4.0,3.0,3.0,,"“Newly renovated rooms but thin walls!” I have mixed feelings about this Sheraton. On a good note the rooms look brand new, pretty spacious for NYC standards and the common areas of the hotel are well kept. On a not so great note, the hotel is noisy and it has nothing to do with being near Times Square. I was there on a 3 day business trip and the first room they gave me was 2717. I'm a light sleeper so when I got to the room I immediately noticed a "" drumming"" noise ( perhaps from pipes in the walls) that would happen every 30 seconds. I later found out that my coworker in room 2520 heard the same noise from the walls in her room too, and it never went away. So they put me in room 739 after I complained. No pipe noise but I could hear the neighbors next to me as if they were in my room. The first two nights I got woken up by their screaming baby! Needless to say I'll be looking for another option next time I'm in NYC on business!"
90969,1.0,,,,,,,"“Horrible Experience!” This is the most unenjoyable hotel experience I have ever had. After arriving at this hotel in late May and discovering it was ""on the wrong side of the tracks"", we were a bit skeptical. I felt very out of place here, as the hotel is not nice and is in a very trashy part of town. However, we decided to give it a chance, since we had gotten a decent rate and it was pretty close to the Sears Tower. My husband left for his business meeting there and I decided to wait for our room to be ready, since we had arrived early. Before he left for the meeting, we were told we could indeed check in early and would only have to wait 30 minutes or so in the lobby. So, I told him to go on to his meeting and I would wait. How nice, I though, an early check in....7 hours later, I was STILL IN THE LOBBY! Their computer system crashed, then there was a ""problem"" with our reservation. The list of excuses went on and on. So, I had the pleasure of watching noisy school groups come and go and found out that our ""suite"" hotel plays host to traffic school! Dozens upon dozens of angry drivers filled the lobby waiting for their classes to start and stood around swapping horror stories in amongst guests trying to check in. I was not impressed! Finally, my husband and his associates finished their meeting, but we never made it to our room! We checked out without ever checking in and made our way to a nicer part of town! Don't let the pictures fool you. It isn't that close to the Sears Tower. My husband said they walked quite a while, through the bad neighborhood we were in to get there. The W Chicago City Center is a lot closer to the tower and a lot nicer. One last tip, stay on the opposite side of the canal/river that is behind the hotel. This seems to be the dividing line between the trashy/classy sides of Chicago. Enjoy your stay in the Windy City-Just enjoy it somewhere else!"
611947,1.0,2.0,1.0,,,5.0,3.0,"“Too Aggrevating for a Business Traveler” I realize that the property cannot do anything about the number of people it services at any given moment. However, my personal experience is that a number of the key staff is either incompetent in their positions or simply customer service ignorant. The Sunday morning VIP checkout was flat out rude. So was the executive lounge staff on Saturday. They treat their executive lounge like if it were McDonalds, having you stand in a line in the hallway near guestrooms to get it...and for no apparent reason. Madeline in the executive lounge screamed at me ""Can't You Read the Sign"" when I approached the lounge when there was absolutely no one at the door to assist. If this how you treat people that actually make up your core HHonors customer base and specifically pay for a higher room category? I woudl suggest more customer service training at this property. It's dreadfully lacking."
675616,5.0,5.0,4.0,5.0,5.0,5.0,,"“Beautiful Property, Great Service, and Great Location” I had stayed at this hotel a while back before the renovations and I can honestly say that it is a practically different hotel: the rooms and furnishings are top notch and the service is great! 
We had a beautiful room with a view of 58th st (?) with a king bed and a gorgeous marble bathroom with separate tub and shower. 
The iPad controls for the room were a novelty, but the app to use the butler services did not work for our entire stay. 
Room service breakfast was expensive but delicious. We did not eat at any. The other food outlets (try Sarabeth's on the same block facing central park). 
Would defiantly return again."
282699,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"“Absolutely your choice!!” This hotel has it all. Quick and easy check in/out, spacious rooms, and plush surroundings. Our days were filled with intense conference meetings during our four day stay, but the staff took great care to make our stay comfortable and stress free. The quiet atmosphere was relaxing. The beds amazing. We had everything we needed to focus on our busy days. The free shuttle was prompt and their drivers very informative. Loved being close to many options for dining and entertainment. I will stay here again. The best of the best Hilton has to offer can be found here."
93466,1.0,,,,,,,"“Doubletree Reservation Website - Trap Alert!” I review this hotel last year. It's a good hotel but they must be very desperate to keep their clients. Read on: I booked a room at the Doubletree Metropolitan at a rate of US$151.20 a month ago. At that point, that was the best rate available on their website. I prepaid a non-refundable rate. (Don't ask!)
 Last weekend Travelzoo announced a US$119 rate for the same room and period. I called Doubletree reservations, they referred me to the hotel's manager (talked to Tracie Cass, the rude manager) and they refused to honor the new rate saying that I chose a nonrefundable rate. I strongly disagree with this policy! Hilton advertise Best Rate Guarantee! Don't fall for that , if you book and prepay for a Hilton hotel, you are stuck and there is nothing you can do!
Doubletree never again!"
87592,4.0,3.0,4.0,5.0,3.0,4.0,,"“Great for business” This is a big 'business' hotel and it's always very busy. The staff do a great job. The rooms are big, well stocked but the decor is a bit tired (lots of mahogany furniture). The bathroom is decent and the air con works. I was on the 42nd floor, amazing view. Comfy bed and good size telly. 
If you are on business, this'll do. The room service is a bit steep on service charges and extras but the food is good. I'll stay here again happily when travelling for work. If I come back for a personal visit I will find somewhere a bit more contemporary and boutique-y"
498869,1.0,1.0,2.0,3.0,1.0,1.0,3.0,"“100% Satisfaction?” Upon arrival it appeared to be a in city Hampton Inn. Was expecting the typical Hampton Inn Service people have grown accustomed too. Well, not quite. As soon as I came thru the door I was a little put off by the people hanging out in the lobby chatting with the front desk clerk. I should tell you, it was 1:00 am and the 3 men in the lobby chatting with the Night Clerk were local and obviously friends or the employee.
We were checked in. I was a little more concerned when I realized the elevator was not a security card entry. You can just walk in, push a button and choose any floor you want to go to... and no one will stop you.
Then I came into the room or should I say cubby. Small, very small. But at this point I just got ready for bed and fell asleep. It was the next morning when I realized the condition of the room. Tub was dirty with hair, vanity was cracked, ac/heater vents were broken, and what should of been a warning when I came in was the Hampton Inn sign mangled and in need of repair.
There are several of this style hotel in NYC now that seem to be build by the same company. But I have to say, the Fairfield Inn by Marriott over by Times Square or the Four Points in Chelsea (which looks exactly the same as this hotel) are in much better condition and quality than this Hampton."
