offering_id,overall,value,service,location,rooms,cleanliness,sleep_quality,review_text
611947,3.0,5.0,5.0,,,5.0,5.0,"“Great Location” If you want to stay at a chain hotel, be close to Times Square as well as great dining and shopping then this is a pretty good location. I've been to New York several times but this trip I found to be the best location wise. I wanted to stay longer just so I could try more of the numerous restaurants that were within a block or two from the hotel. The rooms were redone, with black marble surfaces. I found the pillows to be too hard, yet my business associate, in a different room, found them to be too soft. The bathrooms are nice but very small. There are glass enclosed step in showers though which is a huge plus for me (I hate bathtub showers). The two lobby bars are great and the breakfast buffet is plentiful (including bread pudding!!). The maid staff were the friendliest i have ever encountered in all of my travels. The always stopped to say hello, have a nice day, etc. Amazing. I would return to this hotel."
292142,5.0,5.0,5.0,5.0,5.0,5.0,,"“Excellent Hotel” What can I say that hasn't already been said. This is an excellent hotel. The location is superb, the staff were extremely friendly (and I mean all of them), the rooms were spacious and spotless and the view from the 32nd floor beautiful. We spent seven nights here in July, (myself, my wife and two children) and loved every minute of it. Its's ideally situated with only a 5 minute walk to the metro, 10 minutes to the Empire State and 15 mins to Grand Central. There are loads of places to eat within easy walking distance and you feel perfectly safe walking around day or night. The doormen were particularly pleasant and helpful and made my six year old feel very special by greeting him and engaging him in conversation every time they saw him. I would definitely stay here again and would recomend it to anyone visiting New York"
611947,5.0,3.0,5.0,4.0,4.0,5.0,4.0,"“立地最高です” ２０１１年１０月に家族で宿泊しました。
ＭＯＭＡは目と鼻の先。タイムズスクエアやブロードウェー、セントラルパークも徒歩圏内。ホテル周辺には日本食を始め、各国の料理を楽しめるレストランがあり、立地は抜群で便利です。
３８階のヒルトンクラブ用の部屋に宿泊しましたが、部屋からの眺めはよくありません。東京都内のオフィス街？みたいな景色しか望めません。ただ、このヒルトンクラブ用の部屋は、３７階にラウンジが設けられており、朝の時間帯：朝食、昼から午後：クッキー類、夕方：ワイン、ビール、おつまみ等、が楽しめます。部屋は狭いです。クイーンサイズのベッドが一つで、そこに大人２人で寝ました。大人３人と子供一人で宿泊しましたが、エキストラベッド１台とベビーベッドを追加で入れてくれました。バスタブはありません。でも、TV JAPAN（北米専門の日本語放送）は入るし、快適なホテルライフを楽しめました。また宿泊したいです。
P.S.　ホテル内のレストランは味はまあまあですが、結構お高い・・・。B級グルメに興味がある方は、夜７時位からホテルの目の前に出る（アラブ系の料理？）チキンオーバーライスの屋台（Vender）は、地元でも有名です。いつも行列ができています。６ドルなので、ここでテイクアウトしてお部屋で食事してもいいかもです。"
1464151,3.0,2.0,5.0,3.0,3.0,4.0,4.0,"“Good hotel” I stayed here for a business trip. The location of the hotel is good to walk to Times Square however I would be mindful at night as it is across from the Port Authority and on the same block as the NY Parole Board, which was unsettling. 
The staff was helpful and good at their jobs, check in was efficient.
The lobby is quite small and despite the location of this hotel and that it is in a city, a room key is not required to use the elevator as I would have expected and is standard in similar hotels I have stayed at in Manhattan.
The room was clean but quite small as was the bathroom. It was adequate for just one person for one night. I would not suggest this room for more than one person or for a much longer stay.
Overall I would stay here again if I had to, but as a female travelling alone, I would prefer to stay at a hotel that is not a block off a main road and by the parole board. I do not feel that the cost of over $300 per night was worth it. I have stayed at other properties in Manhattan for the same or less which had much larger rooms and more ammenities. This is a fine hotel, however I feel that for the price, you can find a better location and one with larger rooms but its not a disappointment."
93517,2.0,2.0,3.0,4.0,2.0,3.0,1.0,"“Disappointing stay” I was in New York on business for one night and wanted a hotel in the theatre district. I normally stay at another hotel, but it was full for the night I needed and so decided on the Paramount based on the recent reviews. I was given a room described as a superior queen size bedroom (a true contradiction in terms as the size must of been for the queen of the ants it was so small) and charged a discounted rate (!?!) of $350.00 (including taxes) which in my mind was one third more than the value of the room at any given time. Even though I was on a high floor, I was kept awake most of the night by the street noise because of the very poor sound insulation from the window in the room. I find little to recommend this hotel and can only assume it appeals to the most naive of tourists who like it because of it's very central location and who would assume that they are getting a great deal for their expenditures. I for one, shall not be recommending it to anyone."
286988,1.0,3.0,1.0,3.0,3.0,4.0,3.0,"“Nice Rooms but Shady Managment” May 2010. We had the opportunity to spend several nights at this property when we were in the area. The hotel off of a side road off of the toll way. Be careful about driving on the toll way or you could get fined $25.00 each way. I recommend staying off of it. This property is near Rice University, the Galleria is not too far by car and it is near the River Oaks area of Hourston. There is plenty of free parking in the parking lot. 
Check-in was very fast but I knew something was wrong when the front desk person take my Marriott Bonus Bucks coupon. 
Our room was comfortable and your standard Big Box Residence Inns. The bed was comfortable. Lighting in the room was good. , The work desk was moderate and the office-style chair okay.. My The room had a sleeper sofa and a comfortable arm chair.
 The bathroom was clean.. Lighting was good, the towels were plentiful, and the shower worked well – immediate hot water with plenty of pressure. Bath amenities include shampoo, conditioner, lotion/
The breakfast buffet featured scrambled eggs, hot oatmeal, and all the other things you would expect on a breakfast buffet.
The hotel public areas were clean and well-kept, but could use an updating to the style of the rooms. 
When checking out and settling my bill, the front desk management processed Marriott Travel cards first before the Residence Inn Bonus Bucks. This left with a difficult choice because if I used the Bonus Bucks I would not able to use the face value. This is awful strange since on this trip the Residence Inn at Alamo Square in San Antonio had no problem accepting the full amount of the Bonus Buck. Also after this trip I used a Marriot property bonus buck at the Renaissance Madison in Seattle and they had no problem accepting it. I had used a Bonus Buck at the J.W. Marriott Union Square in San Francisco and they had no problem accepting it. This property and it's managment was sneaky in what it did just to make a few bucks!
I have a future trip scheduled for Houston and it is fair to stay I won't be staying at this property again!"
93586,2.0,2.0,2.0,4.0,2.0,3.0,1.0,"“Both good and bad points.” The hotel has many good and bad points so it is up to you to decide which ones are more important to you.
From our stay on 24-25 April. 2010
Good - location, libary with free espresso machine, free NY times daily.
Free lobby computers, renovated bed, showers, hardwood floors.
Bad - Don't care attitude among all staff and shifts.
Rooms ending with 07-12 as these face the airducts on roof of the building next door.
It is like sleeping in a subway station.
Room 611 - great beds, shower - very noisy poorly constructed air condition in window, very noisy due to air ducts outside windows - earplugs were not enough.
Room 809 - lower noisy volume, but saging bed, very small bathroom.
The door is actualluy the same size as the room closet.
BTW, this is the 3rd and last time at this hotel. staff has always been bland, but we dealt with that when the rooms were better pre-renovation."
87657,5.0,5.0,5.0,5.0,5.0,5.0,,"“Great Stay, nice hotel !” I stayed at the Westin Michigan 3 nights last October and I loved it. Friendly staff, beaufitul lobby, nice room, everything was perfect for me. Right in front of John Hancock Tower, near shopping area, subway station, .... If I return to Chicago, I will book again at the Westin, for sure."
575732,2.0,,3.0,4.0,,4.0,1.0,"“Poor Experience” My experience fell far short of what would be expected of the 4-star Marriott hotel that this claims to be. The room was clean and the bathroom was nice. But the furniture and room were seriously tattered: the wooden window sill was greatly stripped (see photo) and the desk chair was ripped and dirty (see photos). Wouldn't housekeeping and maintenance notice these things and cure the problems? Also, the heater in my original room was broken and necessitated three visits from maintenance. Despite moving rooms, even in the new room the heater turned on and off abruptly and quite loudly, making sleep extremely difficult. Frankly, my stay here undermined my confidence in Marriott, and I was happy to check out."
112021,4.0,4.0,3.0,4.0,3.0,4.0,4.0,"“Great Times Sq. Location, Value Priced, Comfortable and Clean” I booked here for a last minute business trip through bookit.com. Base rate was $135/night plus taxes and fees for a total of $165/night. For a last minute trip and a Times Square location, that's a good deal if the hotel is decent, and it was.
The room was small and efficient as expected for this price. It was a bit dark which made it seem smaller. The bed and pillows were comfortable. The steam heat was pumping out and needed to be turned down, but it's better than freezing! The closet was small, but there was plenty of bureau space. 32"" lcd tv worked well, the iHome iPod clock player was a bonus, individual led reading lamps on the head board was a nice touch and the work desk had power in easy reach.
There was no view from the rooms unless you were right in the front or right in the rear. The benefit was that it was quiet until the bells on the church next door started to ring at 7:45am.
WiFi access was free and there was complimentary breakfast each morning. I didn't partake in the breakfast due to schedule, but I checked it out and they had a good spread of fruits, yogurt, muffins, waffles, etc (continental plus) that would satisfy most people's quick breakfast requirements.
If you aren't going to spend a lot of time in your room lounging, then this would be a great hotel to consider."
112066,5.0,3.0,5.0,4.0,3.0,5.0,5.0,"“Excellente surprise dans l’un des quartiers les plus agréables de New York” J’ai séjourné dans cet hôtel du 14 au 14 aout 2011, dans le cadre d’une visite amicale à New-York. Situé dans le quartier East Midtown (truffé d’hôtels), il est très facile d’accès depuis JFK par la ligne E du métro, dont la station Lexington&41st est située à quelques pas.
Etant à l’époque « simple » membre Gold du programme de fidélité SPG, j’ai été agréablement surpris par un double surclassement à l’arrivée, d’autant plus surprenant que la réservation a été effectuée dans un tarif ultra-promotionnel de dernière minute ($200 la nuit sur le site SPG). Le check-in fut très simple.
Le lobby de l’hôtel, de taille restreinte, est très bien décoré, de façon très « branchée ».
La chambre, elle, malgré le double surclassement, minuscule. En revanche, elle reste très fonctionnelle, et décorée avec beaucoup de gout et un design à la pointe, avec de petites touches très appréciables telles les lumières dissimulées un peu partout de façon très habile, mais dans le respect de la tradition du bâtiment. Le carrelage façon Métro parisien dans la salle de bains est très original. Le système de portes coulissantes également. Le lit est très confortable.
Le petit-déjeuner (non compris dans mon tarif) est d’excellente qualité mais cher, et peut faire office de Brunch sans aucun souci."
112066,3.0,4.0,3.0,4.0,4.0,2.0,4.0,"“Hit and miss stays here” This is a tough one. I have stayed here four times and three of the four have been great. The location is great and very easy to catch the subway on 53rd street. The lobby bar is good and gets very busy with a DJ that plays in the evenings. There is also another bar located at the hotel that is also fun and worth a try.
Can't say much of the restaurant because I haven't tried it. Rooms are good, comfortable and reasonably priced. So why the average rating?
Well on my last stay, we were getting ready for bed after a night out, and to our surprise we found a cockroach...What a disappointment. I did complain and the manager did move us to a suite, but regardless it is very hard to look past this type of incident.
I like this place but they need to be proactive and avoid these types of incidents at all costs."
93464,4.0,3.0,3.0,5.0,4.0,5.0,3.0,"“Great location and nice rooms but be aware of nearby construction” Location is close to many things and to subway stops. Just a few blocks to Central Park. Construction is going on nearby. Beginning at midnight on a Friday night in February there was heavy work going on. The front desk said they weren't aware it was going to happen that night and offered to move me if it was continuing the next night. They said they would call me to let me know the status of the construction, but they never did and would not answer calls to the front desk. Luckily there was no more construction during the weekend."
87613,4.0,5.0,5.0,5.0,3.0,4.0,3.0,"“Great location, great price” This HoJo Inn is the true definition of value. It is an older hotel - the motel of family vacations when I was a child - complete with free parking (amazing in Chicago) and free WiFi. The staff is small but incredibly helpful, the rooms are basic & a bit worn but very clean. A king suite is one large room with a couch, desk, mini fridge, microwave & sink. The prices are far lower than other hotels in the area. There are two El lines within a short walk (brown is one block, red is 4 blocks). The little on-site coffee shop is a gem - wonderful breakfast & VERY friendly, fast service - even on a Sunday AM when local restaurants had long lines. We were very pleasantly surprised and will return."
93351,1.0,,,,,,,"“Rude” I made a request via the web page for a flyer, brochure on the hotel, as they have that option available.
 I was just about to make a 7 day booking, but not now.
 A day later I received a rude email stating ""we cannot do anything without a credit card.
 I wish I had taken note of the other negative comments about the staff.
 A shame really, as it sounded like a good hotel and I am sure this is not the first time it happened.
 With customer service like this, I will be looking elsewhere."
93352,5.0,5.0,5.0,5.0,4.0,5.0,5.0,"“Nice stay at Times Square” My kids loved the, we had an spetacular view on the 31st floor. The Hotel has a small microwave and small refrigerator inside the rooms, a separate living room with a very comfortable sofa bed. The queen bed we had was very comfortable and the bathroom was adequate. The staff was very kind."
223023,2.0,,,,,,,"“A Bad Acid Trip” The decorators must have been on a bad acid trip when they did the interior design of this hotel. It is trendy to the point of bizarre. I suppose the hotel appeals to a certain demographic---and I am not it. 
As reported in other reviews, the rooms are tiny. You would not want to be in the room with anyone else, unless you are extremely intimate with them. 
My non-smoking room smelled of smoke. I did not have much interaction with the staff, but they seemed pleasant to the extent I did interact with them. 
I did not eat at the hotel, or go to the bar. I was there on business and was out of the hotel early in the morning and back late in the evening. 
Overall, a mediocre, though not horrible experience."
93334,4.0,,,,,,,"“Good Value in a Great Neighborhood” I first visited the Excelsior in October 2004 on vacation with my husband and my fourth grader, and have since been back twice on my own -- once to visit family and once on business. The most recent visit was in mid-January 2005. The Excelsior continues to impress with its terrific location away from Mid-town, the consistency of its amenities, and its astonishingly reasonable rates. On my last visit, the valets were particularly pleasant about stored luggage, even storing the luggage of a relative who had not stayed at the hotel. There are several places to grab great coffee and a quick breakfast in the neighborhood (breakfast at the hotel is expensive), excellent access to bus and taxi service and good access to subways, and Central Park is a mere block away. The rooms are not glamorous but are nice -- an acceptable size for NY with appropriate business amenities. The rates have been consistently terrific for NYC. If I must stay in midtown I stay at the Michelangelo; if I can avoid midtown, the Excelsior is my choice every time."
99766,2.0,2.0,1.0,4.0,1.0,1.0,1.0,"“Avoid avoid avoid, unless you are on a budget” Honestly, this hotel should get a 1 star at best. I've given it a 2 as if you are on a budget, business or personal, and you will be out of the room a lot then maybe this hotel is ok. 
However, be warned. I stayed here as the usual hotels I book were full and I wanted mid town. However I moved 1 day into a 4 day stay. Dreadful. The only good thing about this hotel is the location and the price. I am an honest reviewer, see my other reviews. Here goes:
The lobby is ok, as the bar. The staff were generally rude - the receptionist was awful, the bell man too. The operator was also dreadful. Didn't care much and didn't do as they said. The lifts, lighting and hallways are 40 years old, with no decoration. They are way way out of date. The carpets stained. 
The rooms - I'm honestly not sure where to begin. It smelled old and musty; carpets stained: don't touch the window unless you want to lose a finger, I'm serious; the windows are tiny, no light; the next curtains, well, if they were washed before 1950 I would be shocked; the safe didn't work; the bath was blocked; the bathroom, well that is worse than a 2 star motel. I've stayed in plenty of 2 star motels and they beat this hotel by some way. The maintenance is just shocking, don't get ice - you will see a room that was last cleaned with Kennedy was president. 
To be fair there is wifi and a tv, with few channels. There is a gym, but not one most people are used to. I will not, ever, go back to this hotel. I would rather sleep in my car. Honestly. 
I'm no snob, I review on value for money. This hotel is not value for money."
99055,4.0,4.0,5.0,4.0,4.0,4.0,4.0,"“Still good!” Have stayed here several times, and it is still good! Big rooms, great sleeping comfort, very nice to have the turndown service and the complimentary hot beverage served at your door in the morning. Cleaning is good, nice and big towels. It is a big hotel but still quiet. The bar is nice, the bartender is very good. Love the free shuttle service to restaurants in the evening. They bring you and pick you up - lovely!! Will return!"
219622,2.0,1.0,1.0,2.0,2.0,3.0,2.0,"“Artsy Fartsy” Really should have read the reviews before booking this hotel. pics online look great. I reserved a 2 doubles with kitchen. What did I get? When we arrived you walk into a pretty cool looking lobby with lots of art and I thought it was cool and kindy spooky that Sid Vicious had killed his girlfriend in room 100. who knew? We were in room 126.
Anyways, Jason at the desk tells me there is a little problem. They overbooked the hotel and now they only have 1 queen room available. I don't mind sleeping with my girlfriends but this was just not good. We got to the room and the bed was at least 6 inches off the floor, no amenities, no pictures on the walls and the bellmen says "" you have 28 channels on your tv"" wippee. Look out the window to barbwire. I didn't feel safe at all. Called housekeeping for extra pillows got them 1 hr later.The best part is, there's a club on the first floor and at 6am all you hear is techno music. I'd like to sleep at that time. Oh, they did offer 15% because they overbooked the rooms. Still, not worth $300+ dollars. Would I stay again. No"
1045286,3.0,3.0,2.0,5.0,3.0,3.0,4.0,"“Great location, front desk is challenging, rooms showing their age” This hotel (and it's neighbor, the Residence Inn) opened as a brand new, newly-built hotel about 4 years ago in 2008. First, the rooms are good, but they're showing their age with constant, tourist use. The light colors of the in-room interiors and carpeting and hallways are starting to look dingy. The powers that be did an unfortunate thing a few months ago and got rid of the larger king suites (end rooms) and switched them to doubles only. Who's bright idea was that? So, on this visit, I was in the smaller king suite. it was OK. The bed linens were clean; the desk seems cramped; the sitting area was acceptable if not tight; the refrigerator worked; the bathroom was small, cramped, but clean; and I didn't bother with the coffee maker. On my first night, I had thread-bare towels. When the room was serviced the following day, I got a few better, thicker, towels. Housekeeping was fine on this visit. I never eat the breakfast with so many other options in the area. The front desk attendants must have gone to the College of I Can't Help You. Every question I have for them, they can't seem to answer. So, I stopped asking a long time ago. Head next door to the Residence Inn if you need information. (The check-in counters for both hotels are on the same floor.) Check-in at this hotel makes my blood pressure rise. The way the curved desk is designed doesn't help define a clear line for ""who's next?"". As I'm waiting to be served, someone comes out of no where and approaches the desk. Does the desk attendant ever say: ""I'm sorry, but I'm helping another guest and there is a line."" No. He or she stops what she's doing to help this person who clearly has no consideration for anyone else. The desk attendants perpetuate this problem by not correcting the offending guest. This problem is constant and endemic at this Springhill Suites and I try (but never succeed) in keeping my mouth shut about it. It has happened EVERY time I've checked in as the front desk is usually undermanned. When there are 2 or 3 people waiting, there's one attendant. When the line swells to 5 or 6 people (or more) all of sudden, two or three attendants come chatting and laughing out of the back. I find this consistent and repeated behavior completely offensive. Whoever supervises the front desk (along with the General Manager) should be replaced or returned to Hotel Management School (assuming they've ever attended it or know what it is). Internet was complimentary (and I don't know if that's because I'm a Marriott elite member), but you'll pay extra if you want faster Internet. The basic speed was fine for me. The location of the hotel is excellent: within walking distance of several restaurants and shopping along Michigan Ave. Parking as with any downtown hotel is pricey, but I can live with that. I can't abide with poor management, however."
224217,1.0,2.0,3.0,4.0,1.0,4.0,2.0,"“small rooms with a political agenda” I have never stayed at a hotel in the USA where the politics of the franchisee controls what the hotel offers before i stayed here. 
The rooms are small and very dark as the windows are two feet from the building next door so it looks like midnight at noon in most of the rooms. The cable offerings are scant, and FoxNews network is not offered. When i asked why, i was told that it is because it is not fair to Muslims, and the internet access code was Sept 11 per the bearded ( and scary) front desk clerk. 
the hotel is clean but i can see why the rates are consistently lower than any others in a very high-rent part of Park Ave. And the Clarion on 23rd, which may not be run by the same franchisee, seems to never have Fox New network ""working"" when it supposedly is offered. 
and you have to be a very agile person to reach the air conditioner located at the top of the window standing on the bed. I'm over 6' tall and could barely reach the controls, and in a very dangerous reach where i'd go through the window if I slipped. 
I won't be coming back here again."
223139,1.0,4.0,1.0,4.0,4.0,4.0,3.0,"“Overcharged by $2,000” Two weeks ago I reviewed this hotel, and gave it a very good rating. Then I got my credit-card statement in the mail. It had two charges from the hotel totaling more that $2,000 for days I did not stay or reserve. Even stranger, I only used my card to reserve the room, and we paid for the room using my wife's card because she was on business. Her credit-card bill had the correct charge. As a result of this huge billing error I deleted my review and I am now replacing it with this one.
 I hope this was the work of a rogue employee, and that the hotel has corrected the problem. Still, no one wants a huge undeserved bill."
287626,1.0,1.0,1.0,,2.0,2.0,,"“No, no, no - overrated, overpriced, over.” The best, and the only, good thing with this hotel is the location. Close to the vibrating nightlife, good selection of restaurants and near shopping. 6 months earlier we had visited the hotel’s rooftop bar on a sunny afternoon drinking a ridiculously expensive bottle of champagne in plastic glasses. Somehow we then got a feeling for the place and decided to stay here for our next trip. The reviews we read where mainly positive. But we were misled. Starting from the top of the hotel, this is an area solely for the entertainment of non resident hotel guests. The “hip” crowds have since long moved onto another new nightspot, and we can understand why. The view might be great, but the décor is simple, cheap and run down. The music is disappointing and the overpriced cocktails are not well done. There is a rooftop pool, which was open but covered by a boring plastic shelter. Even when it’s removed it’s not going to look by far as attractive or inviting as the rooftop pool you can see across the street at the Soho House. Where do you sunbath? The terrace offers no other benefits for the hotel guest but the fact you will not have to queue to get into the nightclub. However as hotel guest there are no other privileges, and to our surprise we could not even get a table to sit at unless we opted to pay the minimum bottle charge. Nevertheless, there are plenty of better clubs to visit in the neighbourhood where the money spent will be much more worth it. 
Moving down to the accommodation. We stayed in a grand deluxe room which is on a higher floor and has a fantastic view of the Hudson river. The room is small and the decor is simple. We had booked several months in advance asking for a silent room but were put right next to the elevator and we were disturbed by screaming kids in the morning and late night party people in the corridor. We immediately complained to the duty manager but it was left unsolved. Yes they offered us a smaller room with a different view, obviously with no compensation, but on the contrary at same price. A pretty smart try. 
The breakfast is a JOKE! Fortunately it was included in the price because I would never have paid for it. A buffet consisting of some dry croissants, yogurt, fresh fruit (which was the only bonus), and regular coffee or tea. As you sit down the waiter gives you a menu to order from, but all this is not included, which, of course, the waiter do not let you know. So I reckon a few peoples have been royally ripped off here.
The over all service is really poor. There is no charm. And the hotel is starting to become rundown. Don’t stay here there are better hotels like 60 Thompson or the Mercer. We stayed 2 of our planned 6 nights here. We regret staying so long."
93344,3.0,,,,,,,"“Excellente situation et confort standard” Idéalement situé, chambres bien insonorisées mais il faut aimer les hotels immenses et seulement deux ascenseurs.
Piscine sur le toit.
Pas l'hotel le plus charmant de NYC mais un point de chute intéressant pour le prix (150 euros)."
98987,3.0,2.0,5.0,3.0,1.0,3.0,,“Upscale Lobby & Location - Downscale rooms.” I'm not at all sure you get what you pay for here. The location is literally on the airport rail system. The lobby and restaurants are really nice. But what a disappointment when you get to your 2star room
93561,4.0,3.0,4.0,5.0,4.0,5.0,5.0,"“Impressed” I read some reviews about certain issues with the hotel, but I found none of them during my stay in August at the Soho Grand. 
The room was clean and a good size for a NYC hotel room (I had a deluxe king); the hotel is nice with great bars and restaurants. We had a few drinks at the ""Yard"", which is an outside bar on the first floor and more of a lounge really. 
Small details about the rooms - they were clean, the WIFI was free and had great signal; not sure how much TV you'd want to watch while being in NYC but they offer many more channels than your regular hotel. The AC in the room worked really well; we had to turn it off all the time b/c it was so cold.
I saw reviews about the staff being snobby (which I wouldn't have minded taken the area I'm in); but everyone was friendly. The valet guys were helpful and nice, the front desk was friendly enough and even gave me a late check out on a Saturday. 
Overall, very happy with our stay. It's a great hotel in Soho, and in a great location. I paid about $350 per night so you expect a great stay for that money, but I'm happy to say I was indeed pleased with the Grand."
655870,3.0,1.0,1.0,4.0,4.0,3.0,3.0,"“古いタウンハウスでのユニークな体験” バウリーストリート近くにあるラファエットハウスは住宅が軒を連ねるストリートにある古いタウンハウスです。薄暗い館内は、ビクトリア朝の家具やインテリアでまるで誰かのお宅に泊まっているような印象です。私は上の階のゲストルームに宿泊し、マンハッタンのスタンダードからするとかなり広々としていました。ベッドはクイーンサイズでガス式暖炉、ソファー、バスタブつきのバスルーム、それにキチネットまでついていました。家具や設備はおそらく19世紀～20世紀初頭のもので、かなり古いです。さらに、ゲストルームからアクセスできる広々としたテラスには木のベンチとテーブルも備えつけられてありました。ラファエットハウスハは、こういったビクトリア朝の古い部屋が好きな方や余計なサービスなど不要で誰かの部屋に泊めてもらった気分で一人で過ごしたい方には喜ばれるかと思いますが、サービスや施設面は
充実していません。ちなみに私が宿泊した時には、スタッフは1名のみでした。また、一般のホテルのようにコンシェルジュやポーター、レセプションは無く、ホテル内にバー、レストラン、ランドリーサービスもありません。食事は隣のBowery Bar & Grillからオーダー可能でデリバリーサービスがあります。到着した際、ベルが故障していたようで鳴らしてもしばらく誰も対応に来ませんでした。たまたま玄関前を通りかかった唯一従業員が私の姿に気づき、開けて案内してくれましたが、雪の中、外で待ち続けるはめになるところでした。
他のレビューアーが知人にここをすすめた際、宿泊した知人が幽霊を見たと書いてあったのが気がかりだったせいかもしれませんが、寝床に着く際、天井からかすかな音がするのが聞こえ、落ち着けず、結局その夜は友人宅に泊めてもらいました。ウエブサイトにある電話番号に電話し、担当者に不審な音がして昨夜眠れなかったので払い戻しをしてもらえないかと相談しましたが、相手の方は丁寧な対応でこちらの気持ちを汲み取ってくれながらも、そういった理由で払い戻しができないと返答しました。この電話番号に出て対応するスタッフはホテルに常駐しておらず、別の所で運営をしていました。
最後に、たった一人のホテルスタッフと打ち解けて色々と話していると、唐突に「ここに幽霊が出るのを知っているか？」と尋ねてきました。このスタッフも消したはずの暖炉の火が部屋に戻るとついていたなど他にも不思議な現象を目の当りにしているそうです。
ホテルに期待するサービスが一切なしといった観点から、価格は高いといえるでしょう。"
99352,5.0,5.0,5.0,5.0,5.0,5.0,,"“Great place to stay!” Great location just off Times Square, close to everything. Grey Line bus tours are close by - so are all the theaters. Staff was fantastic, friendly and professional. The affiliated restaurant was also really terrific. Will stay here again!!"
223148,1.0,2.0,,2.0,2.0,1.0,,"“A converted Hampton Inn with some problems” This Hampton Inn was converted from another hotel. Actually, there is a similar, attached building which is a Days Inn and the property has the feel of a Days Inn more than a higher caliber Hampton Inn. From the outside you can see the old sliding glass doors and inside the rooms you'll realize not everything was renovated to make the hotel look like a Hampton Inn. Still, in the rooms you will definitely find all of the Hampton style furniture and decorations you would expect.
When I checked in I wondered if I had made a mistake booking this hotel. A couple was changing rooms because their room smelled bad. Everything seemed as good as they could have been in my converted Hampton Inn hotel room until I saw a cockroach running across the floor. I looked under the bed skirt and found a nasty old sock that wasn't removed by housekeeping. Unfortunately I was already settled into my room so I didn't bother asking to be moved plus I didn't want to get into a worse situation. I did not sleep well with the thought of a cockroach running around the beds.
If you don't mind cockroaches, the beds were comfortable and the furniture is nice in the room. The bathroom was attractive with marble although I'm guessing the bathtub was old because it didn't drain well.
If you stay at Hampton Inns and expect a certain level of quality this hotel is definitely not for you. The other Hampton in the area is the real thing although it will likely be more expensive."
254605,2.0,1.0,1.0,4.0,1.0,,,"“Loud noise, tiny space” Some of the tiniest rooms you've ever seen in a New York hotel. You may find this funny, or charming, or insulting in the rip-off sort of way (considering the price), or claustrophia-inducing. Some of the rooms do have nice showers (not bathtubs) with marble and open glass. No lobby to speak of. When you come in, you feel like you're coming in to a high priced hostel. Everything is cramped all through the place. They do charge quite a bit for amenities. The guys at reception, particularly the manager, clearly did not graduate from the School of Basic Customer Service. That's a shame when you pay this much. This boutique chain has it's ups and downs. Most of the them offer free capuccino, etc in the lobby. That's okay-- but at the Mansfield, the milk is sour and about a week old. Also, apparently in many rooms at Hotel 41, they allow guests to bring cats. That's okay-- but then if you're going to rent it out to a non-cat-owner who has cat allergies-- it's a good idea to ask them about it first-- especially when the room reeks of cat urine (which was our case). We were in a room on second floor facing the street, and right before curtain call for the theatre every night, a group of percussion street musicians set up shop for two hours-- right below our room. Cat urine and two hours of banging percussion-- come on."
93618,5.0,5.0,5.0,5.0,5.0,5.0,5.0,“AMAZING HOTEL IN NYC!!” Our stay with our family here was amazing. From Mary at the Diamond check in area all the way down it is run top notch. We loved the location and our room. The service is great. Any request was addressed instantly and completed. We will definitely be staying here again and can't wait to go back!
630409,3.0,4.0,3.0,5.0,3.0,5.0,3.0,"“Large Rooms, but it ends there” Let me first say we never stay in Midtown, but we had 2 Broadway shows in 1 weekend, so decided to stay in touristville and the London had nice reviews on T.A.
The rooms at the The London are very spacious, almost empty, no artwork or prints on the wall, very cold and sparse. 
Terrible check in. Young girl checked us in, telling us our room was not available at 4 pm, because the current guests have not checked out as of yet. ?????? 
Well then, it's a 500 room hotel, find us another room. Duh! She was a dope. No customer service or smile or kindness and no upgrade. Made us stand there while she called a someone.
No HD tv's in the room, and the wireless had to be hooked up by calling an outside I.T. tech that was not located in the hotel. More headaches. 
Last thing, I am a New Yorker and have never spent $21. on a cocktail in my life. Even in Paris or London. Can you say RIP OFF? Bar is filled with guests in sweat shirts and hoodies, while other people are having high tea. Makes no sense. How about a dress code? Gordon Ramsey would be appalled.
If you are looking for a $349. bargain price and close proximity to the theatres and midtown, then this is a fine choice, if you like mediocrity. 
I suggest you stay at the Trump Soho and take a cab to your show, same price and a fabulous hotel who appreciates their guests.
PS. the lights on the desk did not work either. Such a shame. The Rhiga Royal was a swanky place."
